_name_,_date_,_ageGroup_,_sex_,_userCategory_,_loyality_,_conditionInfo_,_Satisfaction_,_Effectiveness_,_EaseofUse_,_helpful_,_comment_
midnite1,9/23/2008 1:59,(45-54),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,2,2,4,4,"only have ""anticipated"" focused ""spots"" throughout the day  - Med takes about 1 1/2 hrs to work - get about 2 hrs where I usually almost forget i took a pill and after lunch - do the same thing
But I was on the ""pink slip"" list when I finally got back on and now    ... it's good"
eburtlow,9/19/2008 19:03,(3-6),Male,Caregiver,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,5,5,5,15,My 7 yr old son has been taking this for two school years now. I was not a beliver in the begaining and was against medicine. The scholl and our family DR. told us to try it for 30 days and see. The differance it has made in my sons school work is unbelivable!!! No more bad reports  He comes home happy and confident from scholl. He no longer hides from his house work or home work.
tjogans,9/19/2008 19:03,(45-54),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,17,like looking through a dirty filmy window all my life  took adderal  it looked clean and crisp. Didn't know the window was dirty until I saw it clean.
emh,9/18/2008 13:27,(55-64),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,31,I began taking Adderall XR but found some of the negative side effects  ie restlessness  trouble sleeping  mood swings to be troublesome.  I stopped taking it for one year and returned to my problem of not being able to focus and complete a task.  I asked for a low dose 5mg. (not XR) that I could take once or twice a day as needed.  This has worked well for me  keeping my focus  completing tasks and no side effects.  On days when I don't take it at all  it doesn't seem to bother me.
,9/15/2008 18:30,(25-34),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,3,4,3,2,
Amythyst,9/15/2008 5:29,(25-34),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,4,5,5,15,For years I struggled with ADD and when I was in 10th grade I was put on ritalin...I hated it...I also have a social phobia and a anxiety disorder that causes panic attacks  I also had suffered from depression and Insomnia for many years...My pychiatrist put me on 10 mg in 2000 to start out with...Started out working great...However  Paranoia doesn't help the effect....I am a very petite woman with a high metabolism...I took adderall until 2002 due to a nervous breakdown and loss of too much weight...In 2002  I weighed 68 lbs...I was taken off of it immediately and was put on seroquel...I was on Straterra since 2003 I believe and it worked good for a while...But  I wasn't getting anything done...I am back on adderall and really watching my weight this time...I no longer suffer from depression but  I do still have a social phobia...Adderall helps this alot...Also  I am able to get things done...It's a very caustious drug...You have to be extremely careful taking it...
Luhockey23,9/12/2008 8:37,(19-24),Male,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,1,1,2,30,WARNING... as addictive as heroin! I was on 60mg a day for four years  worked great at first  then became heavily addicted. Stopped helping me focus after the first 2 years and needed it to even function! I had to go to drug rehab to get off this stuff  not worth it!
,9/10/2008 10:06,(55-64),Male,Patient,2 to less than 5 years,Other,5,5,5,2,
bobimge,9/7/2008 19:41,(55-64),,Patient,10 years or more,Attention Deficit Disorder with Hyperactivity,5,5,5,28,"I've taken this drug for over 10 years.  I sleep well  I've not lost weight  I feel ""normal""  Before I was diagnosed with adult ADHD I was angry  bouts of crying  poor memory  outburst  couldn't sleep and unable to concentrate.  No doubt I will be in bad shape if/when I stop the adderall  I have to be hooked on it...but that's better than the life I had and my mean spirit that made everyone around me miserable before I started this medication.  I'm 55 years old  this has changed my life....I don't have the rapid heart beat or sweats...I just feel calm and like we all would like to feel...and like some people report  I don't have hyper times where I clean or work myself into a frinzy..."
Chelcdix,8/29/2008 22:21,(19-24),Female,Caregiver,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,4,19,I'm a medical professional and it bothers me to no end watching people abuse this drug.  I have been on Adderall for a long time  and only take my prescribed amount and have no problems.  It works very well.
louisem,8/22/2008 11:50,(35-44),Female,Patient,2 to less than 5 years,Other,5,4,5,25,I have PTSD  Bipolar w/Adult ADD. I have been on Adderall for 4 years. First  I had a Doc put on Adderall XR. Then he took me off because I was having trouble sleeping. He didn't tell me about non-extended release and life went back to days in bed for me. I switched Docs and new Doc changed my regime and included regular Adderall. Currently  I am taking 60mgs of Adderall. 30 mgs 2xs days. Without it-I am more likely to succomb to days in bed other forms of depression.
Monica,8/20/2008 18:12,(25-34),Female,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,5,5,5,28,"I was diagnosed with ADHD. I am a 28yr old female and I wish a physician would have diagnosed me sooner and maybe I would have done better in school. It is fantastic. My productivity at work has improved TREMENDOUSLY  my concentration and focus have done a 180 in my professional and personal life. For those who complain that they are ""addicted"" and this is a ""bad"" medicine. Then you probably have an addictive personality and have it in other areas of your life too  OR have abused the ""uses"" of Adderall. I take it on the weekdays and am fine on the weekends. I don't ""freak out"" or have withdrawls!? If your having such a problem (those of you) seek HELP!!! Like alcoholics go to AA..They're not going to ""pull"" alcohol because people ABUSE it or become addicted?!"
,8/19/2008 6:31,(35-44),Male,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,4,4,4,9,after going off daily 80mg dose of ritalin I have found the adderall to be much more effective with very few minor side effects 
suzie966@fuse.net,8/18/2008 13:29,(35-44),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,4,4,4,3,works good
,8/16/2008 19:54,,Female,None,None,Attention Deficit Disorder with Hyperactivity,1,1,1,5,"terrible  it works only for awhile and you have ticks  like habbits such as twitching your eyes.
my son hates it"
,8/12/2008 6:00,(3-6),Male,Patient,less than 1 month,Recurring Sleep Episodes During the Day,4,4,4,2,
,8/11/2008 19:23,,,Caregiver,1 to 6 months,Other,1,1,5,5,this drug causes uncontrolled rage ! Do not use it! It shows up about 4 weeks after taking and continues in cycles. The FDA should pull this drug like they did in Canada
dd,8/5/2008 17:41,(25-34),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,2,3,5,135,I am a mental health therapist  and reading these reviews of Adderall makes me want to laugh and cry at the same time.  I am also taking adderall  and know in my heart that I am addicted  and struggle with knowing this everyday.  With not wanting to refill my script  but knowing that the addict in me will call my doctor and get a refill.  Knowing that I will become emotionless and cold  sleepless and edgy  but with a clean house and unhappy children who don't understand why their mom is so tense and angry.  I know that I will start having to take Zanax and Ambien to calm down at night  and that the divide between my husband and I will grow bigger.  This medication helped me at first  it felt like legal meth.  Because that is what it is.  The sad thing is  I was working in the substance abuse field when I began by adderall journey.  I am not saying that everyone will experience what I am going through  but my sister also has the exact same problems.  While I thought we would be having cookouts and taking our kids to the park  instead we are swapping scripts and pills and cleaning tips.  I caution everyone who is thinking about taking this drug to consider whether they can do it responsibly  and their family history of addiction.  Reading these other reviews makes me feel much less alone  but also very sad that so many people are having these problems.  I realize that I may need help to get off of it  but that is very hard when you work in the field that I do and your professional reputation is on the line.  I use up my script in less than two weeks  and then have two weeks without it.  The two weeks w/out it are so much better  but the addict in me never listens.  Every month I think I can do it responsibly.  I just wonder  when is it gonna be to much?  I know the saying one is to many and a thousand is never enough.  In my case  that is so true.  Please be careful.
,8/5/2008 13:56,(19-24),Male,Patient,6 months to less than 1 year,Other,5,5,5,28,"I did not have A.D.D or adhd but was diagnosed with Depression and severe anxiety.I have been thru countless anti- depressants.Wellbutrin was ok.But something still felt like it was missing.
    I have a ""Mentally challenged"" friend who has adhd or a.d.d and he had a prescription of Adderall.Since I was a stupid young teen I loved experimenting with pills I had no prescription to.
After the first pill I felt on top of the world.I could speak better/faster/more intelligent.I could focuse better I had NO ANXIETY what so ever of any sort.I had REALLY bad social anxiety and fears of situations before they even happend.But with Adderal it disapeared 110%.In fact with Adderall I WANTED! to go out and socialize when usually I would just hide in my room for days/weeks/months((no joke))
so finally I got my own perscription.The doctor wasnt sure about it but I told him about all the countless benifits I was having and he finally let me have it.
    Of course there was a downside to this to though =(  Eventually I started to abuse it.Taking it more often than I should have.I would even chop it up and let it dissolve in water.Stay up all night & pull all nighters (which was still kinda fun  I got to wright some of my best guitar riffs back then and clean my room spic and span)) but I got real irritable when taking tooo much.OMG and the TEETH GRINDING LOL!!!!Another thing I disliked about being on close to slightly over amount is my penis would shrink greatly lol.Though I could still ""get it up"" when needed.It looks like I came out of cold pool.
    Anyway    I really miss this pill almost 10 years have past I'd like to give it another try but be a little more responsible this time."
Kathy Robertson,8/4/2008 11:55,(55-64),Female,Caregiver,less than 1 month,Attention Deficit Disorder with Hyperactivity,1,1,3,9,my 4 year old grandson took adderall one time. it made him see bugs and spider webs.
bethcir,8/1/2008 13:31,(25-34),Female,Patient,6 months to less than 1 year,Other,5,5,5,26,I was diaganosed with Adult Add and have tried one other med that didn't work.  I started Adderall about 10 months ago.  I am currently on a 60mg dosage  yes a lot  but I am also bi-polar.  It has been fantastic for me.  I have been much more productive at work  and have felt more stable with my mood.  I have lost weight  no tears over that  but I haven't changed my eating habits.  No other side effects really!
VERONICA,7/30/2008 2:06,(25-34),Female,Patient,less than 1 month,Other,1,2,2,9,I WAS DIAGNOSED WITH DEPRESSION CURRENTLY TAKING PRISTIQ  IT HAS WORKED BUT MAKES ME TIRED.. I CONSTANTLY FORGET THINGS HAVE TROUBLE CONSENTRATING AND KEEP UP WITH TASKS. SO I WAS AL DIAGNOSED WITH ADULT ADD. MY MD RECOMMENDED ME ADDERALL 10MG TWICE A DAY. I ONLY SAW IMPROVEMENTS FOR 2 OR THREE DAYS THAN STILL HAVE THE SAME SYMPTOMS  NOT ACTIVEE AND KEEPING UP WITH MY DAILY TASKS..
,7/29/2008 17:58,(45-54),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,4,3,5,0,
sarajgw,7/25/2008 0:04,,Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,5,5,5,15,Greatly helped with my depression and adult ADHD. I didn't even want to get out of bed in the morning. I couldn't function and my thoughts and actions were scrambled. Adderall has really helped my overall condition  although i dont like the 'speed-like' feeling i get from it sometimes. My Dr. prescribed me on 15 mg then to 20mg. The 20mg is usually too much so i take 10mg in the am and 10mg later on. It has been a life-saver. I am aware of the abuse of this medication  also  and I was worried at first about taking it  but hopefully i wont have problem coming off of it in the future.
SARAH,7/24/2008 15:19,,Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,4,5,5,7,My doctor in Wash.D.C. Gave me these for ADHD we moved to Co. but the psych waiting list is shortest 6 1/2 mo.sI found it work miracles fo0r me and I studied my assighnments and paid attention in cosmetology school my grades were 80% better
bruno,7/22/2008 21:13,(19-24),Male,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,3,3,4,3,hasn't lift all my problems with adhd but it helps alot
Tambo,7/19/2008 18:49,(35-44),Female,Patient,1 to 6 months,Recurring Sleep Episodes During the Day,4,3,5,4,does not make hyper but  helps somewhat with excessive daytime sleepiness
mylifearemyboys4,7/18/2008 20:07,(25-34),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,2,3,1,19,"I have been switching between Adderall XR and Adderall non-time released for about 3 years. Right now I take 90 milligrams a day of Adderall non-time released. I have days where I am tired  on these days I take more than perscribed. In my opinion Adderall is highly ""abusive"". When you take a medication long enough your body becomes immune and the medication isnt as effective as it was when you first started taking it.

I dont think Adderall should be prescribed to children under the age of 18. All it takes is a simple 20 question evaluation and you are prescribed a drug that may forever change your life. 

I have tried to stop taking Adderall and I have not been successful yet. I get so mad at myself when I sleep for 5 days straight (when im finally back to normal) and then go back to the Adderall.

My advice to anyone condsidering this medication is to get a second opinion. Honestly  I know I dont have ADHD or ADD  the Adderall makes me have ADHD. I didnt need this medication when I was prescribed it 3 years ago and now I cant get away from it. I have faith in God that He will get me through this and allow me to feel again. The Will of God will never take you where the grace of God cannot protect you. God bless you all!!"
Truth,7/14/2008 1:47,,,None,None,Attention Deficit Disorder with Hyperactivity,2,3,2,25,I believe I have a mix of hyperactivity and inattentivness.. I'm easily distracted  like to be on the move (as if driven by a motor)  its hard to stay on task  I zone-out/daydream here & there  I find it hard to be motivated  especially in school (unless I am genuinely interested in the material & feel it really applies to my life). I procrastinate  can be quite disorganized  and stress out because of this all! Thats when I dont take Adderall.  Only somewhat effective because the tablets tend to wear off as the day progresses which results in irritability  they initially get me down to business. I'd hoped that side-effecrs wouldnt apply to be but well in reality they do. this drug really is no joke and should be taken seriously because of its habit-forming tendency. i dont like the idea of depending on a substance to do things i used to be able to do without it. true  those things were harder to do before Adderall  but
wetwonderland,7/11/2008 2:59,(45-54),Female,Patient,1 to less than 2 years,Recurring Sleep Episodes During the Day,4,5,5,27,I suffer from chronic fatigue.  After trying several different meds  this one is the only one that has made a difference in my ability to wake up and get going.  A big difference.  I take 40 mgs when I get up and sometimes another 20 in the afternoon.  It has made my life so much better.  It is not perfect  but I'd rather take it than feel like I did before.  When my new Dr. said she wouldn't be able to prescribe it  I cried.  My quality of life was at stake.  I changed doctors.
scotty,6/30/2008 0:39,(19-24),Male,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,7,excellent medication for my hadhd i use to be  scattered  unorganized .. ect now i work effective and sleep easily
CollegeStudent,6/26/2008 18:00,(19-24),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,3,4,4,36,"I am a 23 year old college student.  I started taking adderall to help me with my school work about 7 months ago.  Before the medicine I procrastinated  could not finish a projects  was disinterested  and unmotivated.  When I take this medication I shed all of those characteristics. I am able to study for about 5-8 hours straight and obtain all the information. I am in my senior year of college and thought I could use a push to finish the hard classes. I became interested in learning; I grasped concepts easily  and became level headed and rational.  I will say though  there is a huge downside.  I got bad headaches  lost ten pounds  blacked out frequently for a second when I stood up  chest pains  and numbness in my hands. When on the medication  I lost my connection to emotion and was very irritable.  I tended to be cold and distant.  I know this medicine works but I did not want to put my body through the side effects any longer.

I have stopped taking this due to the person I was becoming.  It takes more discipline for me to study and stay focused but at least I feel like my true self. 
This drug is habit forming. I thought I could not get an A on a test without it  but I did and I can.  Plus now when I get an A it is more rewarding knowing it was all me who earned  not the adderall."
,6/26/2008 0:54,(19-24),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,1,3,2,48,Freshman yr of college i was diagnosed with ADD  the Inattentive kind. My experience with Adderall has been a love/hate relationship. I started on 20mg in a.m. & 10mg in p.m. It gave me more energy  made me mentally sharper & I felt normal & happier since I was more able to communicate & think clearly. I was happy.. at first. Then I noticed I could stay up WAY late. Then I'd sleep in & miss the classes I'd finally begun thoroughly doing the work for. Also  friends pointed out Id become irritable & mean at times. I agreed but was upset because of all the good adderall was doing for me otherwise. The tablets wore off later in the day  causing my moods. My prescriber recommended a higher dose  I agreed & I liked it  I was focused on getting my stuff done. STILL  I was.. cold  emotions were distant. IMPORTANT
Spinnin,6/23/2008 11:10,(25-34),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,3,3,2,12,I have been on adderall (20mg) for about 5 years. It is a hardcore stimulant that is similar to an illegal group of drugs if you catch my drift. Has helped me but I'm not sure if the benefit has exceeded the cost. I can't imagine children taking it so do your research first. Causes anxiety  mood swings  and an overall feeling that can only be described as BLAH.
RoseJPark,6/13/2008 16:47,(45-54),Female,Patient,less than 1 month,Other,4,4,5,9,I have been 20 mgs of Adderall per day for around a month's time.  I notice I am able to concentrate and focus better. My boss says I look less tense.  I don't take things so personally and my self esteem is increasing.  I have difficulty with math and understanding what I read  but I am hopeful I will improve in that area.  This medication has given me hope.  I also have depression and take zoloft.  One thing I've noticed is sometimes I get extremely sleepy in the afternoon.
abcd,6/13/2008 3:29,(55-64),Male,None,None,Attention Deficit Disorder with Hyperactivity,3,4,2,0,abcd
lp2u2,6/12/2008 0:23,(55-64),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,3,3,4,16,"I have been on Adderall now for 2.5 years. I am also on Zoloft & Lamictal. I have noticed an increase in anger and rage over the last 2 years or so  and I have been researching ALL of these drugs in order to find out if all 3 are causing these highly charged emotions  or just one or two. The smallest incident can absolutely en-rage me to the point of screaming and then crying out of frustration or just plain anger. I'm wondering if anyone else has these issues with adderall  in particular. I am not even sure I could function without this drug  but I want off ALL of them and I need to taper myself off them. I know my liver is damaged from them  and I fear with the anger I have inside me  someone will get hurt or someone will hurt me. Another issue for me is that these drugs aren't manufactured in the United States  and the big Pharmaceuticals contract with China & India which aren't quality controlled. This actually makes me VERY angry  so I am going to get off these and try to be normal  and IF I still have these destructive emotions when I'm off them  then I must seek help elsewhere. Adderall in my opinion is a very dangerous drug and giving any ADD drug to a child  adolescent or adult is irresponsible and the drug companies do NOT give a hoot about people  as it is ALL about PROFIT. The FDA is just as corrupt as the big Pharma  and together they are in collusion and both have made billions on people's lives and deaths.
Research it yourself and open your eyes to the corruption in our country  including our own government in regard to the big Pharma's and the FDA. It will scare the HELL out of you!!!"
grj1983,6/10/2008 4:07,(25-34),Female,Patient,10 years or more,Attention Deficit Disorder with Hyperactivity,1,2,1,26,It's a restricted prescription  just like narcotics. It's hard for me to obtain but if I don't I do bad things. I hit someone head on in my car  for ex. I think taking this drug for 10 years (since age 15 or 16 or so)  has also had me turn into a raging psychopath when I'm coming off it. It only gets worse. I don't know I am acting badly  other people who know me complain. I think it's impossible to fix ADD or ADHD  because... why is it such a problem to not be able to sit still? Isn't everyone fat these days because they are far too lazy? Seems dumb to try to fix people who are hyper or not attentive. The world is a boring place. School is boring too. While this substance improved my grades during school  I found no satisfaction in my life. It numbs my feelings. It makes me more agressive and mean. But as far as helping ADD or ADHD  I don't think it does that at all anymore. My thoughts still race  I still get distracted  I am still bouncing with energy. I am on 90mg a day. Thats as high as it gets. Even though it doesn't help  I take it because I am afraid I will hurt someone else if I stop. I do not know who I am without this medication. People who take it to feel less tired are abusing it. People who give it to kids SHOULD NOT. People who take it to be less depressed are abusing it. It's not for depression. I'd reccomend exersize for that (not a doc). Besides all that  I'm tired of having to spend my time chasing after this drug every month to fill up on my prescription  because some people think it's cool to take it recreationally. THAT is the dumbest thing of all. This is the least fun drug  ever. They should adjust it so there is no more false euphoria from this drug in anyone. I never felt euphoria of any kind from it. But to give it to a kid that DOES (even legally)  I could see it as being addictive. I've been medicated since I was 5  Ritilan  countless anti-depressants and then back to the desoxyn and Adderall.Yeah-I don't even talk to my parents anymore.
skunkworx,6/5/2008 15:32,(35-44),Male,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,4,4,4,8,Very satisfied with treatment for adult ADD.
jdanny02@comcast.net,6/3/2008 0:27,(55-64),Male,Patient,less than 1 month,Recurring Sleep Episodes During the Day,3,3,4,8,Had been taking ritalin before.  Feel this med must be a little stronger!  Would be very cautious about giving to children especially younger ones. Seems I've had more severe mood swings with this med.  Believe the ritalin worked a little better & probably would be better off w/o it too. Started these type meds during period of extreme stress mainly for depression.  Now that stress is less believe I've become a little too dependant on it. I would suggest trying all other measures first & especially with children who are dependant on the parents judgment. My Doctor said he would be curious as to how much physical activity a child is getting before trying these type meds. Maybe try increasing that first. Basically proceed with caution & honesty.  Andy in Ga
glendasamples@comcast.net,5/29/2008 13:56,(3-6),Female,Caregiver,less than 1 month,Attention Deficit Disorder with Hyperactivity,1,1,3,7,was a lot more active very nerves cry alot hateful fearful of people mainly men restless at night chewed nails and skin on fingers and toes etc.
JDAV11,5/28/2008 14:08,(25-34),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,9,THIS HAS BEEN THE BEST MED FOR ME SINCE TRYING RITALIN AND VYVANSE .  I HAVE HAD NO NEGATIVE EXPERIRNCE WITH ADDERALL AS I DID HAVE PROBLEMS WITH VYVANSE AND RITALIN. HOWEVER I AM AN ADULT IF THAT MAKES A DIFFERENCE!!
,5/21/2008 14:00,(25-34),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,1,1,1,1,
yaha,5/14/2008 1:37,(25-34),Female,Patient,1 to 6 months,Other,5,5,5,19,I have ADD and without adderall i a unable to even perform normal daily task or even hold a job  this medication has worked wonders for me.
,5/12/2008 14:56,(25-34),Female,Caregiver,less than 1 month,Attention Deficit Disorder with Hyperactivity,4,4,4,2,
tony davis,5/27/2008 11:42,(45-54),Male,None,1 to less than 2 years,Other,5,5,5,7,"it gave me my life back 
i feel the way i should and i can consentrat much better with this med"
amyaub,5/23/2008 11:46,(25-34),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,17,This drug has helped me so much with the racing thoughts and inability to concentrate. I can now focus on my work and actually complete tasks. I have so much more energy and get more things accomplished.
Ricardo,5/12/2008 8:21,(25-34),Male,Patient,less than 1 month,Attention Deficit Disorder with Hyperactivity,4,4,5,5,almed me down ^ cut my symptoms down by more than half . It really worked1
momtobe,5/11/2008 22:30,(25-34),Female,Patient,6 months to less than 1 year,Recurring Sleep Episodes During the Day,3,2,5,6,i have chronic fatigue syndrome  at first it helped...then i would fall asleep after taking meds.  i just found out i'm 3 months pregnant  how will it affect my unborn baby?
,5/11/2008 12:34,(25-34),Female,Caregiver,less than 1 month,Attention Deficit Disorder with Hyperactivity,1,2,4,1,does not seem to be helping - making my son more iritable and more sensative
,5/9/2008 16:12,(25-34),Male,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,5,5,3,9,For Adult ADD - I've just had issues with getting the ideal dosing schedule with this. Has made me stop taking my SSRI  and feel like I accomplish things. Was taking 20mg XR once daily  then twice daily  but due to price  went to plain. Seems to work longer than XR. But through discussions with my dr  we've decided to do the 20mg plain  and depending on how I feel  can take a 1/4  1/2  3/4 or whole pill. Prescribed at 1 pill b.i.d. but may drop to 1/2 pill b.i.d. with 1/2 pill p.r.n. ... This med has worked wonders in me. Won't recommend it to anyone  though  because it is a Class II controlled substance and they may sound like an addict going to their Dr.
Taximan,5/9/2008 9:32,(55-64),Male,Patient,1 to 6 months,Other,5,5,5,11,I was given 15 mg a day of this for my chronic exhaustion. However  I quickly realized that it has made my depression go away. The problem is I need about 40 - 60 mg to get rid of the depression. My pdoc won't give me that much  and so I remain depressed. I don't know what to do because nothing makes my depression go away like Adderall does. I also find it's not necessary to take it everyday. I find it best to skip every 3rd day so I can sleep. It does cause insomnia  but I had that before I ever took Adderall. This is like a miracle drug for me. Now if only I knew a doc who would give me enough to last all month.
raven688,5/8/2008 18:51,(45-54),Female,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,5,5,5,3,Works for me!
brett,5/6/2008 18:26,(19-24),Male,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,1,4,5,25,I'm 20 and in my first year of college. I was diagnosed with ADD in 6th Grade for my lack of ability to concentrate  I was/am quite the day dreamer. The Doc put me on 5mg Adderall XR I believe. My freshman year the dose was increased to 10mg. At the time I didn't know fully how it effected me  all I knew is that it made me want to throw desks at the teachers that irritated me  and that I was unhappy and pissed of for no reason. I switched from adderall to stratera  then to ritali LA  but I prefered not taking anything because of how they effected me. In January I started back on Adderal XR @ 15mg and I told myself that it's worth the sacrifice to have good grades and be able to focus  but I  now that I am older I am more aware of how it effects me. My grades immediately went from C's to high B's and the Highest gpa I've had in years. I quit taking it when I realized that it was destroying my life in the following ways
brightdreamer,5/3/2008 18:16,(25-34),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,1,4,3,12,I was taking this for ADD without hyperactivity. It seemed to help at first  I was concentrating better  keeping up with tasks  and getting more things done. However  I'm also being treated for depression  and after only a few weeks I started noticing the symptoms of my depression coming back. After a full month on the drug  I was extremely irritable  overreacting to stress  crying at every little thing  snapping at friends and family... I really damaged a relationship with one friend  sadly. Upon talking to my doctor  I found out that Adderall can cause heightened emotions  which is exactly what I was trying to treat with the depression medication! She offered to put me on a mood stabilizer drug as well  but I said just take me off the Adderall and try something else for the ADD rather than adding another drug to fix its side effects. I'm trying Strattera now  we'll see how it works. The drug did what it was supposed to do  but honestly  my ADD isn't bad enough to warrant taking a drug with this kind of side effect.
bhytc43,4/30/2008 14:39,(45-54),Male,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,5,5,5,1,
,4/30/2008 4:09,,Male,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,5,5,5,1,
,4/28/2008 13:39,(25-34),Female,Patient,5 to less than 10 years,Other,1,3,5,13,I first saw a doctor when I was 17 yrs. old seeking treatment for depression and constant lethargy. However  after answering a short questionnaire  I was diagnosed with ADD  and have been on Adderall (which was helpful at first) ever since. Now  I've been on the medication so long that I can't remember who  or how I was before I started taking it. In addition to causing my mild OCD to become full blown routine-altering OCD  I find that the medication increases my irritability 10 fold (especially when it's wearing off  and especially within the last year). I'm not sure if it is the medication or simply life circumstances that is now causing me severe depression  extreme lack of motivation  and weird and very sudden mood swings. I have also experienced more common side effects  like jaw clenching  tension  dizziness  and increased heart rate. I would like to try to stop taking the medication now  but feel I am dependent on it and am afraid of the withdrawal effects. I worry about the long term side effects that I may experience from taking this drug for so long  and the misery that it may/may not be causing me presently. I would NEVER consider putting a child on this medication.
Cat-mom,4/27/2008 15:04,(35-44),Female,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,4,5,4,101,"I have taken a low dose of adderall for about five years  and it has changed my life. 

My ability to think ahead  anticipate and avoid problems has dramatically improved. My abilty to articulate myself improves dramatically on adderal – especially with a low dose.  I can understand the consequences of my actions with a clarity that I wish I had earlier in life J My over-all attention span has dramatically improved in the last five years – and it remains significantly higher even on days when I choose not to take adderall. To me  that is amazing. Tasks I once found painful  I can now do quickly an efficiently with patience and perfect detail – even off adderall. A large part of why I think I see a lot of improvement is not just the medication  but also all the other things I do to combat ADHD.

When I need to learn something new (e.g. a software program at work) adderal helps me quickly learn and absorb the new information  and remember facts. It is a dramatic change from my past abilities.

When I first started taking the drug  I had heart palpitations. It is definitely hard on the heart. BUT then I started to add regular  gentle but rigorous aerobic exercise to my routine (which  btw  is a non-prescription treatment for ADHD)  my heart became stronger  more conditioned than before and the palpitations stopped. My resting hr is 45 bpm  and my blood pressure is ideal  or close to it. This also will solve any insomnia problems.

I recommend this drug – FOR THE RIGHT PERSON. Fact is we are all built differently. Which is the whole reason why drugs like this are made in the first place. Depending on your peculiarities  it may not give you exactly what you need.  That doesn’t mean this drug won’t be very helpful to someone else. I look forward to the day when these types of drugs can be prescribed and monitored more accurately."
wendycordes@yahoo.com,4/26/2008 22:43,(25-34),Female,Caregiver,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,1,1,1,9,i as a mom of 4kid's two with adhd i feel that they should take this drug off the drug market i'm very angree that they can use this medication when the side effects out weigh it's self they call this medication safe i call it child endarangerment it is killing my 10yr.old son he has bleeding comming from nose and now in his mouth what the heck kinda medication is this taking live's
